iter	Passed	Remaining
688	52006	23474
689	52078	23397
690	52148	23319
691	52223	23244
692	52297	23167
693	52373	23092
694	52446	23016
695	52520	22939
696	52599	22866
697	52672	22789
698	52749	22714
699	52837	22644
700	52913	22569
701	52991	22495
702	53064	22418
703	53146	22345
704	53279	22294
705	53364	22222
706	53441	22147
707	53517	22072
708	53595	21997
709	53675	21923
710	53759	21851
711	53833	21775
712	53906	21698
713	53983	21623
714	54062	21549
715	54138	21474
716	54216	21399
717	54291	21323
718	54367	21247
719	54445	21173
720	54524	21099
721	54608	21026
722	54694	20954
723	54773	20880
724	54847	20804
725	54923	20728
726	55003	20654
727	55081	20579
728	55156	20504
729	55236	20430
730	55313	20354
731	55389	20279
732	55465	20203
733	55544	20129
734	55617	20052
735	55697	19978
736	55774	19903
737	55847	19826
738	55923	19751
739	56010	19679
740	56083	19602
741	56156	19526
742	56231	19450
743	56308	19374
744	56385	19299
745	56460	19223
746	56534	19147
747	56610	19072
748	56688	18997
749	56764	18921
750	56841	18846
751	56923	18772
752	56999	18696
753	57072	18620
754	57149	18545
755	57234	18472
756	57320	18400
757	57413	18329
758	57514	18262
759	57616	18194
760	57707	18123
761	57782	18047
762	57861	17972
763	57941	17898
764	58018	17822
765	58093	17746
766	58170	17671
767	58246	17595
768	58324	17520
769	58398	17443
770	58471	17367
771	58551	17292
772	58630	17217
773	58707	17142
774	58786	17067
775	58858	16990
776	58928	16912
777	58995	16834
778	59071	16758
779	59144	16681
780	59218	16605
781	59288	16527
782	59359	16450
783	59427	16372
784	59496	16295
785	59562	16216
786	59638	16140
787	59707	16063
788	59781	15987
789	59854	15910
790	59926	15833
791	59999	15757
792	60067	15679
793	60139	15602
794	60209	15525
795	60281	15448
796	60354	15372
797	60426	15295
798	60494	15218
799	60562	15140
800	60631	15063
801	60713	14989
802	60801	14916
803	60890	14843
804	60980	14771
805	61065	14698
806	61154	14625
807	61244	14553
808	61317	14476
809	61386	14399
810	61457	14322
811	61523	14244
812	61594	14167
813	61666	14090
814	61736	14013
815	61802	13935
816	61909	13867
817	62027	13800
818	62103	13724
819	62177	13648
820	62254	13573
821	62331	13497
822	62400	13420
823	62472	13343
824	62550	13268
825	62634	13194
826	62720	13120
827	62809	13047
828	62897	12974
829	62983	12900
830	63068	12826
831	63146	12750
832	63224	12675
833	63306	12600
834	63383	12524
835	63464	12450
836	63554	12376
837	63645	12303
838	63725	12228
839	63803	12153
840	63885	12078
841	63962	12002
842	64037	11926
843	64168	11860
844	64261	11787
845	64339	11711
846	64410	11634
847	64488	11559
848	64566	11483
849	64645	11408
850	64723	11332
851	64802	11256
852	64879	11180
853	64953	11104
854	65033	11029
855	65110	10953
856	65184	10876
857	65262	10800
858	65338	10725
859	65416	10649
860	65489	10572
861	65567	10496
862	65645	10421
863	65727	10345
864	65793	10268
865	65866	10191
866	65943	10115
867	66024	10040
868	66097	9964
869	66172	9887
870	66245	9811
871	66321	9735
872	66397	9659
873	66477	9583
874	66555	9507
875	66632	9432
876	66710	9356
877	66795	9281
878	66874	9205
879	66944	9128
880	67022	9052
881	67088	8975
882	67165	8899
883	67241	8823
884	67313	8747
885	67394	8671
886	67470	8595
887	67545	8519
888	67621	8443
889	67697	8367
890	67776	8291
891	67848	8214
892	67927	8139
893	68003	8063
894	68084	7987
895	68161	7911
896	68237	7835
897	68313	7759
898	68379	7682
899	68451	7605
900	68532	7530
901	68611	7454
902	68692	7378
903	68786	7304
904	68886	7231
905	68968	7155
906	69028	7077
907	69106	7002
908	69188	6926
909	69313	6855
910	69430	6782
911	69544	6710
912	69629	6635
913	69717	6559
914	69797	6483
915	69880	6408
916	69952	6331
917	70039	6256
918	70121	6180
919	70201	6104
920	70278	6028
921	70352	5951
922	70430	5875
923	70483	5797
924	70535	5719
925	70621	5643
926	70709	5568
927	70797	5492
928	70881	5417
929	70964	5341
930	71054	5266
931	71139	5190
932	71219	5114
933	71302	5038
934	71385	4962
935	71469	4886
936	71564	4811
937	71651	4736
938	71739	4660
939	71825	4584
940	71906	4508
941	71971	4431
942	72050	4355
943	72130	4278
944	72214	4202
945	72303	4127
946	72392	4051
947	72473	3975
948	72552	3899
949	72630	3822
950	72713	3746
951	72801	3670
952	72885	3594
953	72960	3518
954	73038	3441
955	73118	3365
956	73198	3288
957	73276	3212
958	73355	3136
959	73441	3060
960	73524	2983
961	73604	2907
962	73674	2830
963	73760	2754
964	73839	2678
965	73914	2601
966	73990	2525
967	74065	2448
968	74141	2371
969	74221	2295
970	74316	2219
971	74415	2143
972	74492	2067
973	74580	1990
974	74660	1914
975	74740	1837
976	74815	1761
977	74890	1684
978	74968	1608
979	75043	1531
980	75141	1455
981	75211	1378
982	75295	1302
983	75367	1225
984	75444	1148
985	75517	1072
986	75592	995
987	75677	919
988	75755	842
989	75830	765
990	75911	689
991	75988	612
992	76062	536
993	76141	459
994	76221	383
995	76297	306
996	76373	229
997	76450	153
998	76523	76
999	76599	0
