iter	Logloss
0	0.6495122785
1	0.6169887529
2	0.5828962783
3	0.5551479951
4	0.5259523076
5	0.5011811999
6	0.4787681252
7	0.4523516009
8	0.4356191776
9	0.4212494883
10	0.4111036417
11	0.4009304236
12	0.3926351831
13	0.383771579
14	0.3784659384
15	0.3722239745
16	0.3640236609
17	0.3574168755
18	0.3521294872
19	0.3474174427
20	0.3419236944
21	0.3376311506
22	0.3350155651
23	0.3296158075
24	0.3275185474
25	0.3251513988
26	0.3221796326
27	0.3175716462
28	0.3137190567
29	0.3094340576
30	0.3052242557
31	0.3026179347
32	0.2990530359
33	0.2973535293
34	0.2955392142
35	0.2939655491
36	0.290389117
37	0.2888901639
38	0.2861759245
39	0.2831558639
40	0.280713905
41	0.2785397415
42	0.2766700113
43	0.2745954852
44	0.2725494945
45	0.2716903251
46	0.2692144009
47	0.2681508685
48	0.2664979868
49	0.264057373
50	0.2632920552
51	0.2625415327
52	0.2610380807
53	0.2597193546
54	0.2583780212
55	0.2574559767
56	0.2546864199
57	0.2529833048
58	0.2508687975
59	0.249814011
60	0.2481673413
61	0.2454032813
62	0.244359673
63	0.2429965915
64	0.24191122
65	0.2401539555
66	0.2382792263
67	0.2373496646
68	0.2370142073
69	0.2360457867
70	0.2341299272
71	0.2329686022
72	0.2311433399
73	0.2304941373
74	0.2298593507
75	0.2290367985
76	0.2284695412
77	0.2273472487
78	0.2255193072
79	0.2234920577
80	0.222184967
81	0.2214266815
82	0.2198493748
83	0.2190419427
84	0.2185963076
85	0.2177404154
86	0.217269137
87	0.2161258558
88	0.2150763388
89	0.2143810909
90	0.2131137649
91	0.2127471152
92	0.211956034
93	0.2106676171
94	0.2082205093
95	0.2068329194
96	0.2056470475
97	0.2048331654
98	0.2045065093
99	0.2027013646
100	0.20203049
101	0.2015945636
102	0.200121329
103	0.1992098074
104	0.1988572149
105	0.1978859557
106	0.1971586698
107	0.1963223158
108	0.1960835889
109	0.1958296388
110	0.1954397571
111	0.1947690599
112	0.1936242437
113	0.1922213511
114	0.1916147201
115	0.1909905388
116	0.1902444914
117	0.1892405916
118	0.1888005766
119	0.1879526087
120	0.1873748512
121	0.1869319456
122	0.1855387
123	0.1847706387
124	0.1841841853
125	0.1836307832
126	0.1822581881
127	0.1819418204
128	0.181018851
129	0.1797567132
130	0.1787720237
131	0.1776543385
132	0.17648925
133	0.1761007394
134	0.1754949326
135	0.1745981654
136	0.1739787078
137	0.1726728979
138	0.1720080235
139	0.1716543248
140	0.1712256079
141	0.1703338296
142	0.1696659528
143	0.1692475277
144	0.1681508364
145	0.1674302996
146	0.1664108603
147	0.1656691517
148	0.165173635
149	0.164471534
150	0.164046525
151	0.1634681848
152	0.1632262689
153	0.1619524573
154	0.1616180539
155	0.1612341212
156	0.1610298195
157	0.1604467607
158	0.1598279262
159	0.1594883853
160	0.1593017889
161	0.15817382
162	0.1577837649
163	0.1570929843
164	0.156634073
165	0.1561187022
166	0.1547439393
167	0.1538313153
168	0.1529892928
169	0.1523172086
170	0.1518117802
171	0.1511691889
172	0.1507278982
173	0.1495660132
174	0.1494454491
175	0.1488394854
176	0.1482404703
177	0.1479039588
178	0.1473338463
179	0.1464731771
180	0.1455512829
181	0.1453202116
182	0.1449177464
183	0.144213378
184	0.1440157242
185	0.1431686935
186	0.142226725
187	0.1415842517
188	0.1409476509
189	0.1402251081
190	0.1395897313
191	0.1392875289
192	0.1385238752
193	0.1378277357
194	0.1376855033
195	0.1372493725
196	0.1366655788
197	0.1359029906
198	0.135278321
199	0.1346576981
200	0.1344522493
201	0.1338704356
202	0.1332894936
203	0.1326144105
204	0.1316470252
205	0.1307041841
206	0.1301900935
207	0.1294512157
208	0.1285431882
209	0.1276781832
210	0.1268989776
211	0.1263271193
212	0.1258884108
213	0.1253117052
214	0.1248352891
215	0.1239384147
216	0.1235278047
217	0.1229411481
218	0.1219886584
219	0.121354797
220	0.1203847534
221	0.1198982801
222	0.1189180384
223	0.1186264887
224	0.1182587967
225	0.1178237778
226	0.1173882628
227	0.1164842418
228	0.115655316
229	0.1150448688
230	0.114733236
231	0.1145455197
232	0.1140348918
233	0.1135003175
234	0.1129520894
235	0.1125762054
236	0.1116635109
237	0.111209347
238	0.1107520649
239	0.1103196498
240	0.1097854401
241	0.1093528599
242	0.1089591871
243	0.1084577842
244	0.108014568
245	0.107492463
246	0.1072432024
247	0.1069688684
248	0.1063621041
249	0.1059473168
250	0.1054744084
251	0.1048031564
252	0.1043750254
253	0.1039349257
254	0.1032862245
255	0.1026019769
256	0.1020465359
257	0.10127332
258	0.1009292027
259	0.1004213085
260	0.1000759348
261	0.0999305182
262	0.09975867067
263	0.09903768787
264	0.09882135137
265	0.09851846
266	0.09765085918
267	0.09714254727
268	0.09662500125
269	0.09636472525
270	0.09604862612
271	0.09570811305
272	0.09537355747
273	0.09463117255
274	0.09412964463
275	0.09397503453
276	0.09381362156
277	0.09316168915
278	0.09287352582
279	0.09251043187
280	0.09215016443
281	0.09195788327
282	0.09134080989
283	0.0910204957
284	0.09063788934
285	0.09026268744
286	0.08997197237
287	0.08975916778
288	0.08932854002
289	0.08909790271
290	0.08850224463
291	0.08835644725
292	0.08816727611
293	0.08776786233
294	0.08765768003
295	0.0871223411
296	0.08675600469
297	0.08636206747
298	0.08601926648
299	0.08573031511
300	0.0853066337
301	0.08494156533
302	0.08456481288
303	0.08406520041
304	0.08385473464
305	0.08339662401
306	0.0830315557
307	0.08291040662
308	0.08264580667
309	0.08235198145
310	0.0821898938
311	0.08176807301
312	0.08152333584
313	0.08106749439
314	0.08085906361
315	0.08058343551
316	0.08038636798
317	0.08009256524
318	0.07974134058
319	0.07922988322
320	0.0789352324
321	0.07869943568
322	0.07837280538
323	0.07793980295
324	0.07778203729
325	0.07763286353
326	0.07741987966
327	0.07722207809
328	0.07684958664
329	0.07628579838
330	0.07604768885
331	0.07589727807
332	0.0756102796
333	0.07524827092
334	0.07515098872
335	0.07493173204
336	0.0747909014
337	0.07440208765
338	0.07420656431
339	0.07386117275
340	0.07363401906
341	0.07334860728
342	0.0730932795
343	0.07279487477
344	0.0725152248
345	0.0721176388
346	0.07183586144
347	0.07165581752
348	0.07146662932
349	0.07126942601
350	0.0710145323
351	0.07066430472
352	0.07043885506
353	0.07019526618
354	0.06995271133
355	0.06980078526
356	0.06955146063
357	0.06931366762
358	0.0690442342
359	0.06891942607
360	0.06879807351
361	0.06852393204
362	0.06832234984
363	0.06829780736
364	0.06815455244
365	0.06783185119
366	0.06769957117
367	0.06748672524
368	0.06736767178
369	0.06718865425
370	0.06702560002
371	0.06681794492
372	0.06670475772
373	0.06662004735
374	0.06643065653
375	0.0662860743
376	0.06612007901
377	0.06586520373
378	0.06558389119
379	0.06546210296
380	0.06533478666
381	0.06504277492
382	0.06487515114
383	0.06475018739
384	0.06440198865
385	0.06432158222
386	0.06406505765
387	0.06397398753
388	0.06387688228
389	0.06365139703
390	0.06337217747
391	0.063183849
392	0.06304467505
393	0.06290363882
394	0.06268144248
395	0.06262703526
396	0.06246098974
397	0.0621176855
398	0.0620232348
399	0.06177090395
400	0.06148777965
401	0.06137056423
402	0.06116644983
403	0.0608967538
404	0.06070628569
405	0.06052954447
406	0.06033354783
407	0.06016091376
408	0.06004082438
409	0.0598897424
410	0.05964951922
411	0.0595237985
412	0.05930879125
413	0.05917742525
414	0.05896056598
415	0.05882096374
416	0.05860201552
417	0.05845543464
418	0.05838695789
419	0.05827907056
420	0.05815109764
421	0.05805136592
422	0.05784868832
423	0.05765358998
424	0.05749481105
425	0.05744366832
426	0.05728844401
427	0.05722841215
428	0.05710292828
429	0.05703294886
430	0.0568571119
431	0.05674573181
432	0.05655099128
433	0.0564620801
434	0.0561547544
435	0.05598265196
436	0.05584678584
437	0.05567353515
438	0.05551078707
439	0.05537067093
440	0.05518800214
441	0.05511362457
442	0.05472466799
443	0.05460711167
444	0.05438274852
445	0.05421993789
446	0.0541299999
447	0.0539544062
448	0.05386458622
449	0.05371050634
450	0.0535617242
451	0.05337186583
452	0.05322370124
453	0.053087547
454	0.05300656891
455	0.05280532674
456	0.05274203429
457	0.05262624685
458	0.05239848101
459	0.05224651107
460	0.05212242445
461	0.05204339581
462	0.05192963937
463	0.05169071494
464	0.05162755829
465	0.05137957007
466	0.05122776704
467	0.05104547564
468	0.05095203172
469	0.05084702493
470	0.05076834095
471	0.05067157666
472	0.05060345853
473	0.05050586994
474	0.05033357314
475	0.05022352945
476	0.05001871084
477	0.04987291816
478	0.04973537595
479	0.04962635896
480	0.0495352083
481	0.04942309376
482	0.04935314656
483	0.0491803075
484	0.04908191713
485	0.04899005179
486	0.04895289047
487	0.04885759106
488	0.0486966435
489	0.04860904754
490	0.04841371495
491	0.04832223565
492	0.04819269285
493	0.04801283399
494	0.04790681363
495	0.0477553514
496	0.04766952644
497	0.04758566948
498	0.04747609573
499	0.04734517242
500	0.04723883073
501	0.04710276854
502	0.04692297178
503	0.04681003511
504	0.04665745119
505	0.04660252232
506	0.04648164554
507	0.04642849237
508	0.04634890692
509	0.04623726307
510	0.04618233794
511	0.04609195323
512	0.04597091944
513	0.0458200262
514	0.04577564316
515	0.04567328047
516	0.04560163483
517	0.04541281707
518	0.04535450152
519	0.04530581655
520	0.0451543343
521	0.04505586121
522	0.04491114288
523	0.04481540215
524	0.04474965315
525	0.04469927035
526	0.04454747499
527	0.04442784437
528	0.04432204037
529	0.04422767631
530	0.0441686414
531	0.04409145535
532	0.04402374649
533	0.04396545448
534	0.0438234709
535	0.0436713622
536	0.04355986011
537	0.04339678192
538	0.04321244799
539	0.04306408772
540	0.04299170383
541	0.04290714229
542	0.04274495752
543	0.04263234026
544	0.04257937985
545	0.04252303674
546	0.04246101076
547	0.0424037104
548	0.04221606543
549	0.04208048456
550	0.04203721373
551	0.04187539229
552	0.04183056992
553	0.04167032838
554	0.04158099525
555	0.04144032694
556	0.04136602139
557	0.04127780002
558	0.04121407324
559	0.04107716813
560	0.04105580217
561	0.04097195901
562	0.04093302254
563	0.04084219566
564	0.04077226422
565	0.04067159232
566	0.04056095429
567	0.04036694814
568	0.04031341384
569	0.04019154785
570	0.04015210323
571	0.04006854789
572	0.0400372823
573	0.03991592219
574	0.03984853339
575	0.03970470135
576	0.03958305428
577	0.03950189648
578	0.03937680106
579	0.039287159
580	0.03916257918
581	0.03901440005
582	0.03883777158
583	0.03872864911
584	0.03862663722
585	0.03853250678
586	0.03845026914
587	0.03830433148
588	0.03820697124
589	0.03807617218
590	0.03797083503
591	0.03786702507
592	0.03779114009
593	0.03768951774
594	0.03767997312
595	0.03757584024
596	0.03755843393
597	0.03741812934
598	0.03741178085
599	0.03733589329
600	0.03727058679
601	0.03718801231
602	0.03711985321
603	0.03703922135
604	0.0370071032
605	0.03697245878
606	0.03695079943
607	0.03685026854
608	0.03681071729
609	0.03675848638
610	0.0367014033
611	0.03661635909
612	0.03648163161
613	0.03639930433
614	0.03635083078
615	0.03631368581
616	0.03621220257
617	0.03609009804
618	0.03604670429
619	0.03599641914
620	0.03595281136
621	0.0359024512
622	0.03579294997
623	0.03571890881
624	0.03563931444
625	0.03560076159
626	0.03555632882
627	0.03545267552
628	0.03539305291
629	0.03529708195
630	0.03526535572
631	0.03521328061
632	0.0351690357
633	0.03508350182
634	0.03501516466
635	0.03499076111
636	0.03490883758
637	0.03477146673
638	0.03469572148
639	0.03465705947
640	0.0345858885
641	0.03455425835
642	0.03450982023
643	0.03450001921
644	0.03445169978
645	0.03437123731
646	0.03433781223
647	0.03423117171
648	0.03416915803
649	0.03407981298
650	0.03401362824
651	0.03397263937
652	0.03387932143
653	0.03384712512
654	0.03374899248
655	0.03362141586
656	0.03358866857
657	0.03353087792
658	0.03345384252
659	0.03339022311
660	0.03337066987
661	0.0333496091
662	0.03330068818
663	0.03324321402
664	0.03320840428
665	0.03314553092
666	0.0330608389
667	0.03300548833
668	0.03295737747
669	0.03289864219
670	0.03282381034
671	0.03276625346
672	0.03270002627
673	0.03261213773
674	0.03253415665
675	0.03244761488
676	0.0323797789
677	0.03235590647
678	0.03230583589
679	0.03221474922
680	0.03217059919
681	0.03213686931
682	0.0320630792
683	0.03200600473
684	0.03196488791
685	0.03196188416
686	0.03192932926
687	0.03185036149
688	0.03182016015
689	0.03178626567
690	0.03174073384
691	0.03168881143
692	0.0316416765
693	0.03159212822
694	0.03150647774
695	0.03147349973
696	0.03140404031
697	0.03137483107
698	0.03130893208
699	0.03125626838
700	0.03120732036
701	0.0311218362
702	0.0310734475
703	0.03100611963
704	0.03095862154
705	0.03088864092
706	0.03084241155
707	0.03075521594
708	0.03068779745
709	0.03064043125
710	0.03055620053
711	0.03045751829
712	0.03038462385
713	0.03033020063
714	0.03024233177
715	0.03018963855
716	0.03013100703
717	0.03006522673
718	0.03004460296
719	0.02996100169
